daysSince_1-1-year_hadcm3,year_hadcm3,TSI,,,,
565230,3921,1366.09,,,,
565590,3922,1366.23,,,,
565950,3923,1366.14,,,,
566310,3924,1366.01,,,,
566670,3925,1365.94,,,,
567030,3926,1365.79,,,,
567390,3927,1365.69,,,,
567750,3928,1365.61,,,,
568110,3929,1365.61,,,,
568470,3930,1365.83,,,,
568830,3931,1366.1,,,,
569190,3932,1366.24,,,,
569550,3933,1366.4,,,,
569910,3934,1366.26,,,,
570270,3935,1366.11,,,,
570630,3936,1365.98,,,,
570990,3937,1365.79,,,,
571350,3938,1365.65,,,,
571710,3939,1365.53,,,,
572070,3940,1365.63,,,,
572430,3941,1365.79,,,,
572790,3942,1365.99,,,,
573150,3943,1366.09,,,,
573510,3944,1366.2,,,,
573870,3945,1366.08,,,,
574230,3946,1365.94,,,,
574590,3947,1365.82,,,,
574950,3948,1365.65,,,,
575310,3949,1365.52,,,,
575670,3950,1365.41,,,,
576030,3951,1365.55,,,,
576390,3952,1365.64,,,,
576750,3953,1365.75,,,,
577110,3954,1365.79,,,,
577470,3955,1365.84,,,,
577830,3956,1365.75,,,,
578190,3957,1365.65,,,,
578550,3958,1365.56,,,,
578910,3959,1365.44,,,,
579270,3960,1365.36,,,,
579630,3961,1365.27,,,,
579990,3962,1365.26,,,,
580350,3963,1365.3,,,,
580710,3964,1365.35,,,,
581070,3965,1365.36,,,,
581430,3966,1365.42,,,,
581790,3967,1365.51,,,,
582150,3968,1365.49,,,,
582510,3969,1365.44,,,,
582870,3970,1365.43,,,,
583230,3971,1365.37,,,,
583590,3972,1365.34,,,,
583950,3973,1365.35,,,,
584310,3974,1365.35,,,,
584670,3975,1365.39,,,,
585030,3976,1365.46,,,,
585390,3977,1365.56,,,,
585750,3978,1365.68,,,,
586110,3979,1365.76,,,,
586470,3980,1365.78,,,,
586830,3981,1365.82,,,,
587190,3982,1365.65,,,,
587550,3983,1365.55,,,,
587910,3984,1365.44,,,,
588270,3985,1365.48,,,,
588630,3986,1365.74,,,,
588990,3987,1366.12,,,,
589350,3988,1366.19,,,,
589710,3989,1365.97,,,,
590070,3990,1365.89,,,,
590430,3991,1365.77,,,,
590790,3992,1365.62,,,,
591150,3993,1365.56,,,,
591510,3994,1365.49,,,,
591870,3995,1365.52,,,,
592230,3996,1365.65,,,,
592590,3997,1365.75,,,,
592950,3998,1365.85,,,,
593310,3999,1366.04,,,,
593670,4000,1366.03,,,,
594030,4001,1365.83,,,,
594390,4002,1365.84,,,,
594750,4003,1365.77,,,,
595110,4004,1365.66,,,,
595470,4005,1365.54,,,,
595830,4006,1365.46,,,,
596190,4007,1365.45,,,,
596550,4008,1365.56,,,,
596910,4009,1365.75,,,,
597270,4010,1365.97,,,,
597630,4011,1366.04,,,,
597990,4012,1365.93,,,,
598350,4013,1365.78,,,,
598710,4014,1365.7,,,,
599070,4015,1365.65,,,,
599430,4016,1365.56,,,,
599790,4017,1365.5,,,,
600150,4018,1365.44,,,,
600510,4019,1365.6,,,,
600870,4020,1365.84,,,,
601230,4021,1366.08,,,,
601590,4022,1366.02,,,,
601950,4023,1365.97,,,,
602310,4024,1365.77,,,,
602670,4025,1365.64,,,,
603030,4026,1365.5,,,,
603390,4027,1365.45,,,,
603750,4028,1365.45,,,,
604110,4029,1365.42,,,,
604470,4030,1365.43,,,,
604830,4031,1365.58,,,,
605190,4032,1365.72,,,,
605550,4033,1365.75,,,,
605910,4034,1365.79,,,,
606270,4035,1365.7,,,,
606630,4036,1365.59,,,,
606990,4037,1365.43,,,,
607350,4038,1365.4,,,,
607710,4039,1365.36,,,,
608070,4040,1365.33,,,,
608430,4041,1365.37,,,,
608790,4042,1365.61,,,,
609150,4043,1365.71,,,,
609510,4044,1365.85,,,,
609870,4045,1365.94,,,,
610230,4046,1365.82,,,,
610590,4047,1365.64,,,,
610950,4048,1365.5,,,,
611310,4049,1365.48,,,,
611670,4050,1365.43,,,,
612030,4051,1365.4,,,,
612390,4052,1365.32,,,,
612750,4053,1365.32,,,,
613110,4054,1365.53,,,,
613470,4055,1365.79,,,,
613830,4056,1365.6,,,,
614190,4057,1365.8,,,,
614550,4058,1365.68,,,,
614910,4059,1365.75,,,,
615270,4060,1365.65,,,,
615630,4061,1365.52,,,,
615990,4062,1365.43,,,,
616350,4063,1365.38,,,,
616710,4064,1365.39,,,,
617070,4065,1365.46,,,,
617430,4066,1365.76,,,,
617790,4067,1365.97,,,,
618150,4068,1366.12,,,,
618510,4069,1366.08,,,,
618870,4070,1365.85,,,,
619230,4071,1365.69,,,,
619590,4072,1365.58,,,,
619950,4073,1365.46,,,,
620310,4074,1365.48,,,,
620670,4075,1365.51,,,,
621030,4076,1365.72,,,,
621390,4077,1365.81,,,,
621750,4078,1366,,,,
622110,4079,1365.87,,,,
622470,4080,1365.83,,,,
622830,4081,1365.81,,,,
623190,4082,1365.68,,,,
623550,4083,1365.57,,,,
623910,4084,1365.45,,,,
624270,4085,1365.56,,,,
624630,4086,1365.78,,,,
624990,4087,1366.16,,,,
625350,4088,1366.1,,,,
625710,4089,1366.03,,,,
626070,4090,1366.02,,,,
626430,4091,1365.95,,,,
626790,4092,1365.87,,,,
627150,4093,1365.75,,,,
627510,4094,1365.59,,,,
627870,4095,1365.62,,,,
628230,4096,1365.88,,,,
628590,4097,1365.98,,,,
628950,4098,1366.22,,,,
629310,4099,1366.35,,,,
629670,4100,1366.25,,,,
630030,4101,1366.01,,,,
630390,4102,1365.78,,,,
630750,4103,1365.77,,,,
631110,4104,1365.63,,,,
631470,4105,1365.66,,,,
631830,4106,1365.78,,,,
632190,4107,1366.31,,,,
632550,4108,1366.67,,,,
632910,4109,1366.63,,,,
633270,4110,1366.38,,,,
633630,4111,1366.27,,,,
633990,4112,1365.92,,,,
634350,4113,1365.75,,,,
634710,4114,1365.7,,,,
635070,4115,1365.7,,,,
635430,4116,1365.74,,,,
635790,4117,1365.91,,,,
636150,4118,1366.11,,,,
636510,4119,1366.15,,,,
636870,4120,1366.24,,,,
637230,4121,1366.23,,,,
637590,4122,1365.95,,,,
637950,4123,1366.05,,,,
638310,4124,1365.8,,,,
638670,4125,1365.73,,,,
639030,4126,1365.54,,,,
639390,4127,1365.65,,,,
639750,4128,1365.83,,,,
640110,4129,1366.27,,,,
640470,4130,1366.63,,,,
640830,4131,1366.64,,,,
641190,4132,1366.69,,,,
641550,4133,1366.28,,,,
641910,4134,1366.2,,,,
642270,4135,1365.81,,,,
642630,4136,1365.64,,,,
642990,4137,1365.64,,,,
643350,4138,1365.79,,,,
643710,4139,1366.08,,,,
644070,4140,1366.65,,,,
644430,4141,1366.55,,,,
644790,4142,1366.44,,,,
645150,4143,1366.3,,,,
645510,4144,1366.03,,,,
645870,4145,1365.8,,,,
646230,4146,1365.7,,,,
646590,4147,1365.61,,,,
646950,4148,1365.74,,,,
647310,4149,1366.1,,,,
647670,4150,1366.38,,,,
648030,4151,1366.68,,,,
648390,4152,1366.6,,,,
648750,4153,1366.68,,,,
649110,4154,1366.23,,,,
649470,4155,1366.05,,,,
649830,4156,1365.85,,,,
650190,4157,1365.81,,,,
650550,4158,1365.72,,,,
650910,4159,1365.69,,,,
